transaction_id,bank_account,date,amount_minor,amount,currency,counterparty,reference,description,period
TXN-HIST-2025-10-0036,BANK-PAYROLL,2025-10-17,-237600,-2376.0,USD,CleanRoom Janitorial,HIST-0036,OUT CleanRoom Janitorial,2025-10
TXN-HIST-2025-10-0037,BANK-OPERATING,2025-10-19,241700,2417.0,USD,Comcast Business,HIST-0037,IN Comcast Business,2025-10
TXN-HIST-2025-10-0038,BANK-OPERATING,2025-10-19,-245800,-2458.0,USD,CleanRoom Janitorial,HIST-0038,OUT CleanRoom Janitorial,2025-10
TXN-HIST-2025-10-0039,BANK-OPERATING,2025-10-19,-249900,-2499.0,USD,HubSpot,HIST-0039,OUT HubSpot,2025-10
TXN-HIST-2025-10-0040,BANK-PAYROLL,2025-10-19,-254000,-2540.0,USD,Adyen NV,HIST-0040,OUT Adyen NV,2025-10
TXN-HIST-2025-10-0041,BANK-OPERATING,2025-10-21,258100,2581.0,USD,HubSpot,HIST-0041,IN HubSpot,2025-10
TXN-HIST-2025-10-0042,BANK-OPERATING,2025-10-21,-262200,-2622.0,USD,Adyen NV,HIST-0042,OUT Adyen NV,2025-10
TXN-HIST-2025-10-0043,BANK-OPERATING,2025-10-21,-266300,-2663.0,USD,Palo Alto Networks,HIST-0043,OUT Palo Alto Networks,2025-10
TXN-HIST-2025-10-0044,BANK-PAYROLL,2025-10-21,-270400,-2704.0,USD,Carta,HIST-0044,OUT Carta,2025-10
TXN-HIST-2025-10-0045,BANK-OPERATING,2025-10-23,274500,2745.0,USD,Palo Alto Networks,HIST-0045,IN Palo Alto Networks,2025-10
TXN-HIST-2025-10-0046,BANK-OPERATING,2025-10-23,-278600,-2786.0,USD,Carta,HIST-0046,OUT Carta,2025-10
TXN-HIST-2025-10-0047,BANK-OPERATING,2025-10-23,-282700,-2827.0,USD,Vanta,HIST-0047,OUT Vanta,2025-10
TXN-HIST-2025-10-0048,BANK-PAYROLL,2025-10-23,-286800,-2868.0,USD,Acme Supplies,HIST-0048,OUT Acme Supplies,2025-10
TXN-HIST-2025-10-0049,BANK-OPERATING,2025-10-25,290900,2909.0,USD,Vanta,HIST-0049,IN Vanta,2025-10
TXN-HIST-2025-10-0050,BANK-OPERATING,2025-10-25,-295000,-2950.0,USD,Acme Supplies,HIST-0050,OUT Acme Supplies,2025-10
TXN-HIST-2025-10-0051,BANK-OPERATING,2025-10-25,-299100,-2991.0,USD,Acme Supply Co.,HIST-0051,OUT Acme Supply Co.,2025-10
TXN-HIST-2025-10-0052,BANK-PAYROLL,2025-10-25,-303200,-3032.0,USD,Northline Fabrication,HIST-0052,OUT Northline Fabrication,2025-10
TXN-HIST-2025-10-0053,BANK-OPERATING,2025-10-27,307300,3073.0,USD,Acme Supply Co.,HIST-0053,IN Acme Supply Co.,2025-10
TXN-HIST-2025-10-0054,BANK-OPERATING,2025-10-27,-311400,-3114.0,USD,Northline Fabrication,HIST-0054,OUT Northline Fabrication,2025-10
TXN-HIST-2025-10-0055,BANK-OPERATING,2025-10-27,-315500,-3155.0,USD,Helios Hardware,HIST-0055,OUT Helios Hardware,2025-10
TXN-HIST-2025-10-0056,BANK-PAYROLL,2025-10-27,-319600,-3196.0,USD,Slack Technologies,HIST-0056,OUT Slack Technologies,2025-10
TXN-HIST-2025-10-0057,BANK-OPERATING,2025-10-29,323700,3237.0,USD,Helios Hardware,HIST-0057,IN Helios Hardware,2025-10
TXN-HIST-2025-10-0058,BANK-OPERATING,2025-10-29,-327800,-3278.0,USD,Slack Technologies,HIST-0058,OUT Slack Technologies,2025-10
TXN-HIST-2025-10-0059,BANK-OPERATING,2025-10-29,-331900,-3319.0,USD,Google Cloud,HIST-0059,OUT Google Cloud,2025-10
TXN-HIST-2025-10-0060,BANK-PAYROLL,2025-10-29,-336000,-3360.0,USD,Orbit Analytics,HIST-0060,OUT Orbit Analytics,2025-10
TXN-HIST-2025-10-0061,BANK-OPERATING,2025-10-31,340100,3401.0,USD,Google Cloud,HIST-0061,IN Google Cloud,2025-10
TXN-HIST-2025-10-0062,BANK-OPERATING,2025-10-31,-344200,-3442.0,USD,Orbit Analytics,HIST-0062,OUT Orbit Analytics,2025-10
TXN-HIST-2025-10-0063,BANK-OPERATING,2025-10-31,-348300,-3483.0,USD,Dell Technologies,HIST-0063,OUT Dell Technologies,2025-10
TXN-HIST-2025-10-0064,BANK-PAYROLL,2025-10-31,-352400,-3524.0,USD,Lindholm & Ruiz LLP,HIST-0064,OUT Lindholm & Ruiz LLP,2025-10
TXN-HIST-2025-11-0065,BANK-OPERATING,2025-11-01,356500,3565.0,USD,Dell Technologies,HIST-0065,IN Dell Technologies,2025-11
TXN-HIST-2025-11-0066,BANK-OPERATING,2025-11-01,-360600,-3606.0,USD,Lindholm & Ruiz LLP,HIST-0066,OUT Lindholm & Ruiz LLP,2025-11
TXN-HIST-2025-11-0067,BANK-OPERATING,2025-11-01,-364700,-3647.0,USD,Shadow Vendor LLC,HIST-0067,OUT Shadow Vendor LLC,2025-11
TXN-HIST-2025-11-0068,BANK-PAYROLL,2025-11-01,-368800,-3688.0,USD,Lenovo,HIST-0068,OUT Lenovo,2025-11
TXN-HIST-2025-11-0069,BANK-OPERATING,2025-11-03,372900,3729.0,USD,Shadow Vendor LLC,HIST-0069,IN Shadow Vendor LLC,2025-11
TXN-HIST-2025-11-0070,BANK-OPERATING,2025-11-03,-377000,-3770.0,USD,Lenovo,HIST-0070,OUT Lenovo,2025-11
TXN-HIST-2025-11-0071,BANK-OPERATING,2025-11-03,-381100,-3811.0,USD,Twilio,HIST-0071,OUT Twilio,2025-11
TXN-HIST-2025-11-0072,BANK-PAYROLL,2025-11-03,-385200,-3852.0,USD,Snowflake,HIST-0072,OUT Snowflake,2025-11
TXN-HIST-2025-11-0073,BANK-OPERATING,2025-11-05,389300,3893.0,USD,Twilio,HIST-0073,IN Twilio,2025-11
TXN-HIST-2025-11-0074,BANK-OPERATING,2025-11-05,-393400,-3934.0,USD,Snowflake,HIST-0074,OUT Snowflake,2025-11
TXN-HIST-2025-11-0075,BANK-OPERATING,2025-11-05,-397500,-3975.0,USD,CrowdStrike,HIST-0075,OUT CrowdStrike,2025-11
TXN-HIST-2025-11-0076,BANK-PAYROLL,2025-11-05,-401600,-4016.0,USD,Atlassian,HIST-0076,OUT Atlassian,2025-11
TXN-HIST-2025-11-0077,BANK-OPERATING,2025-11-07,405700,4057.0,USD,CrowdStrike,HIST-0077,IN CrowdStrike,2025-11
TXN-HIST-2025-11-0078,BANK-OPERATING,2025-11-07,-409800,-4098.0,USD,Atlassian,HIST-0078,OUT Atlassian,2025-11
TXN-HIST-2025-11-0079,BANK-OPERATING,2025-11-07,-413900,-4139.0,USD,Northline Fab Group,HIST-0079,OUT Northline Fab Group,2025-11
TXN-HIST-2025-11-0080,BANK-PAYROLL,2025-11-07,-418000,-4180.0,USD,Harbor Power & Light,HIST-0080,OUT Harbor Power & Light,2025-11
TXN-HIST-2025-11-0081,BANK-OPERATING,2025-11-09,422100,4221.0,USD,Northline Fab Group,HIST-0081,IN Northline Fab Group,2025-11
TXN-HIST-2025-11-0082,BANK-OPERATING,2025-11-09,-426200,-4262.0,USD,Harbor Power & Light,HIST-0082,OUT Harbor Power & Light,2025-11
TXN-HIST-2025-11-0083,BANK-OPERATING,2025-11-09,-430300,-4303.0,USD,FedEx,HIST-0083,OUT FedEx,2025-11
TXN-HIST-2025-11-0084,BANK-PAYROLL,2025-11-09,-434400,-4344.0,USD,WeWork Cambridge,HIST-0084,OUT WeWork Cambridge,2025-11
TXN-HIST-2025-11-0085,BANK-OPERATING,2025-11-11,438500,4385.0,USD,FedEx,HIST-0085,IN FedEx,2025-11
TXN-HIST-2025-11-0086,BANK-OPERATING,2025-11-11,-442600,-4426.0,USD,WeWork Cambridge,HIST-0086,OUT WeWork Cambridge,2025-11
TXN-HIST-2025-11-0087,BANK-OPERATING,2025-11-11,-446700,-4467.0,USD,Pagaya Coffee Service,HIST-0087,OUT Pagaya Coffee Service,2025-11
TXN-HIST-2025-11-0088,BANK-PAYROLL,2025-11-11,-450800,-4508.0,USD,Kendall Square Parking,HIST-0088,OUT Kendall Square Parking,2025-11
TXN-HIST-2025-11-0089,BANK-OPERATING,2025-11-13,454900,4549.0,USD,Pagaya Coffee Service,HIST-0089,IN Pagaya Coffee Service,2025-11
TXN-HIST-2025-11-0090,BANK-OPERATING,2025-11-13,-459000,-4590.0,USD,Kendall Square Parking,HIST-0090,OUT Kendall Square Parking,2025-11
TXN-HIST-2025-11-0091,BANK-OPERATING,2025-11-13,-463100,-4631.0,USD,Stripe Processing,HIST-0091,OUT Stripe Processing,2025-11
TXN-HIST-2025-11-0092,BANK-PAYROLL,2025-11-13,-467200,-4672.0,USD,DocuSign,HIST-0092,OUT DocuSign,2025-11
TXN-HIST-2025-11-0093,BANK-OPERATING,2025-11-15,471300,4713.0,USD,Stripe Processing,HIST-0093,IN Stripe Processing,2025-11
TXN-HIST-2025-11-0094,BANK-OPERATING,2025-11-15,-475400,-4754.0,USD,DocuSign,HIST-0094,OUT DocuSign,2025-11
TXN-HIST-2025-11-0095,BANK-OPERATING,2025-11-15,-479500,-4795.0,USD,Boston Edison Steam,HIST-0095,OUT Boston Edison Steam,2025-11
TXN-HIST-2025-11-0096,BANK-PAYROLL,2025-11-15,-483600,-4836.0,USD,Gusto Payroll,HIST-0096,OUT Gusto Payroll,2025-11
TXN-HIST-2025-11-0097,BANK-OPERATING,2025-11-17,487700,4877.0,USD,Boston Edison Steam,HIST-0097,IN Boston Edison Steam,2025-11
TXN-HIST-2025-11-0098,BANK-OPERATING,2025-11-17,-491800,-4918.0,USD,Gusto Payroll,HIST-0098,OUT Gusto Payroll,2025-11
TXN-HIST-2025-11-0099,BANK-OPERATING,2025-11-17,-495900,-4959.0,USD,Linear App,HIST-0099,OUT Linear App,2025-11
TXN-HIST-2025-11-0100,BANK-PAYROLL,2025-11-17,-500000,-5000.0,USD,Acme Supplies LLC,HIST-0100,OUT Acme Supplies LLC,2025-11
TXN-HIST-2025-11-0101,BANK-OPERATING,2025-11-19,504100,5041.0,USD,Linear App,HIST-0101,IN Linear App,2025-11
TXN-HIST-2025-11-0102,BANK-OPERATING,2025-11-19,-508200,-5082.0,USD,Acme Supplies LLC,HIST-0102,OUT Acme Supplies LLC,2025-11
TXN-HIST-2025-11-0103,BANK-OPERATING,2025-11-19,-512300,-5123.0,USD,Amazon Web Services,HIST-0103,OUT Amazon Web Services,2025-11
TXN-HIST-2025-11-0104,BANK-PAYROLL,2025-11-19,-516400,-5164.0,USD,Office Depot,HIST-0104,OUT Office Depot,2025-11
TXN-HIST-2025-11-0105,BANK-OPERATING,2025-11-21,520500,5205.0,USD,Amazon Web Services,HIST-0105,IN Amazon Web Services,2025-11
TXN-HIST-2025-11-0106,BANK-OPERATING,2025-11-21,-524600,-5246.0,USD,Office Depot,HIST-0106,OUT Office Depot,2025-11
TXN-HIST-2025-11-0107,BANK-OPERATING,2025-11-21,-528700,-5287.0,USD,Datadog,HIST-0107,OUT Datadog,2025-11
TXN-HIST-2025-11-0108,BANK-PAYROLL,2025-11-21,-532800,-5328.0,USD,Figma,HIST-0108,OUT Figma,2025-11
TXN-HIST-2025-11-0109,BANK-OPERATING,2025-11-23,536900,5369.0,USD,Datadog,HIST-0109,IN Datadog,2025-11
TXN-HIST-2025-11-0110,BANK-OPERATING,2025-11-23,-541000,-5410.0,USD,Figma,HIST-0110,OUT Figma,2025-11
TXN-HIST-2025-11-0111,BANK-OPERATING,2025-11-23,-545100,-5451.0,USD,Hartford Insurance,HIST-0111,OUT Hartford Insurance,2025-11
TXN-HIST-2025-11-0112,BANK-PAYROLL,2025-11-23,-549200,-5492.0,USD,Cambridge Properties,HIST-0112,OUT Cambridge Properties,2025-11
TXN-HIST-2025-11-0113,BANK-OPERATING,2025-11-25,553300,5533.0,USD,Hartford Insurance,HIST-0113,IN Hartford Insurance,2025-11
TXN-HIST-2025-11-0114,BANK-OPERATING,2025-11-25,-557400,-5574.0,USD,Cambridge Properties,HIST-0114,OUT Cambridge Properties,2025-11
TXN-HIST-2025-11-0115,BANK-OPERATING,2025-11-25,-561500,-5615.0,USD,Harbor Electric,HIST-0115,OUT Harbor Electric,2025-11
TXN-HIST-2025-11-0116,BANK-PAYROLL,2025-11-25,-565600,-5656.0,USD,GitHub,HIST-0116,OUT GitHub,2025-11
TXN-HIST-2025-11-0117,BANK-OPERATING,2025-11-27,569700,5697.0,USD,Harbor Electric,HIST-0117,IN Harbor Electric,2025-11
TXN-HIST-2025-11-0118,BANK-OPERATING,2025-11-27,-573800,-5738.0,USD,GitHub,HIST-0118,OUT GitHub,2025-11
TXN-HIST-2025-11-0119,BANK-OPERATING,2025-11-27,-577900,-5779.0,USD,Freightline Logistics,HIST-0119,OUT Freightline Logistics,2025-11
TXN-HIST-2025-11-0120,BANK-PAYROLL,2025-11-27,-582000,-5820.0,USD,Misc Supplies,HIST-0120,OUT Misc Supplies,2025-11
TXN-HIST-2025-11-0121,BANK-OPERATING,2025-11-29,586100,5861.0,USD,Freightline Logistics,HIST-0121,IN Freightline Logistics,2025-11
TXN-HIST-2025-11-0122,BANK-OPERATING,2025-11-29,-590200,-5902.0,USD,Misc Supplies,HIST-0122,OUT Misc Supplies,2025-11
TXN-HIST-2025-11-0123,BANK-OPERATING,2025-11-29,-594300,-5943.0,USD,Notion Labs,HIST-0123,OUT Notion Labs,2025-11
TXN-HIST-2025-11-0124,BANK-PAYROLL,2025-11-29,-598400,-5984.0,USD,Okta,HIST-0124,OUT Okta,2025-11
TXN-HIST-2025-12-0125,BANK-OPERATING,2025-12-01,602500,6025.0,USD,Notion Labs,HIST-0125,IN Notion Labs,2025-12
TXN-HIST-2025-12-0126,BANK-OPERATING,2025-12-01,-606600,-6066.0,USD,Okta,HIST-0126,OUT Okta,2025-12
TXN-HIST-2025-12-0127,BANK-OPERATING,2025-12-01,-610700,-6107.0,USD,Zoom Video,HIST-0127,OUT Zoom Video,2025-12
TXN-HIST-2025-12-0128,BANK-PAYROLL,2025-12-01,-614800,-6148.0,USD,Cloudflare,HIST-0128,OUT Cloudflare,2025-12
TXN-HIST-2025-12-0129,BANK-OPERATING,2025-12-03,618900,6189.0,USD,Zoom Video,HIST-0129,IN Zoom Video,2025-12
TXN-HIST-2025-12-0130,BANK-OPERATING,2025-12-03,-623000,-6230.0,USD,Cloudflare,HIST-0130,OUT Cloudflare,2025-12
TXN-HIST-2025-12-0131,BANK-OPERATING,2025-12-03,-627100,-6271.0,USD,Helios Hardware Supply,HIST-0131,OUT Helios Hardware Supply,2025-12
TXN-HIST-2025-12-0132,BANK-PAYROLL,2025-12-03,-631200,-6312.0,USD,Staples Business Advantage,HIST-0132,OUT Staples Business Advantage,2025-12
TXN-HIST-2025-12-0133,BANK-OPERATING,2025-12-05,635300,6353.0,USD,Helios Hardware Supply,HIST-0133,IN Helios Hardware Supply,2025-12
TXN-HIST-2025-12-0134,BANK-OPERATING,2025-12-05,-639400,-6394.0,USD,Staples Business Advantage,HIST-0134,OUT Staples Business Advantage,2025-12
TXN-HIST-2025-12-0135,BANK-OPERATING,2025-12-05,-643500,-6435.0,USD,ADP,HIST-0135,OUT ADP,2025-12
TXN-HIST-2025-12-0136,BANK-PAYROLL,2025-12-05,-647600,-6476.0,USD,Comcast Business,HIST-0136,OUT Comcast Business,2025-12
TXN-HIST-2025-12-0137,BANK-OPERATING,2025-12-07,651700,6517.0,USD,ADP,HIST-0137,IN ADP,2025-12
TXN-HIST-2025-12-0138,BANK-OPERATING,2025-12-07,-655800,-6558.0,USD,Comcast Business,HIST-0138,OUT Comcast Business,2025-12
TXN-HIST-2025-12-0139,BANK-OPERATING,2025-12-07,-659900,-6599.0,USD,CleanRoom Janitorial,HIST-0139,OUT CleanRoom Janitorial,2025-12
TXN-HIST-2025-12-0140,BANK-PAYROLL,2025-12-07,-664000,-6640.0,USD,HubSpot,HIST-0140,OUT HubSpot,2025-12
TXN-HIST-2025-12-0141,BANK-OPERATING,2025-12-09,668100,6681.0,USD,CleanRoom Janitorial,HIST-0141,IN CleanRoom Janitorial,2025-12
TXN-HIST-2025-12-0142,BANK-OPERATING,2025-12-09,-672200,-6722.0,USD,HubSpot,HIST-0142,OUT HubSpot,2025-12
TXN-HIST-2025-12-0143,BANK-OPERATING,2025-12-09,-676300,-6763.0,USD,Adyen NV,HIST-0143,OUT Adyen NV,2025-12
TXN-HIST-2025-12-0144,BANK-PAYROLL,2025-12-09,-680400,-6804.0,USD,Palo Alto Networks,HIST-0144,OUT Palo Alto Networks,2025-12
TXN-HIST-2025-12-0145,BANK-OPERATING,2025-12-11,684500,6845.0,USD,Adyen NV,HIST-0145,IN Adyen NV,2025-12
TXN-HIST-2025-12-0146,BANK-OPERATING,2025-12-11,-688600,-6886.0,USD,Palo Alto Networks,HIST-0146,OUT Palo Alto Networks,2025-12
TXN-HIST-2025-12-0147,BANK-OPERATING,2025-12-11,-692700,-6927.0,USD,Carta,HIST-0147,OUT Carta,2025-12
TXN-HIST-2025-12-0148,BANK-PAYROLL,2025-12-11,-696800,-6968.0,USD,Vanta,HIST-0148,OUT Vanta,2025-12
TXN-HIST-2025-12-0149,BANK-OPERATING,2025-12-13,700900,7009.0,USD,Carta,HIST-0149,IN Carta,2025-12
TXN-HIST-2025-12-0150,BANK-OPERATING,2025-12-13,-705000,-7050.0,USD,Vanta,HIST-0150,OUT Vanta,2025-12
TXN-HIST-2025-12-0151,BANK-OPERATING,2025-12-13,-709100,-7091.0,USD,Acme Supplies,HIST-0151,OUT Acme Supplies,2025-12
TXN-HIST-2025-12-0152,BANK-PAYROLL,2025-12-13,-93200,-932.0,USD,Acme Supply Co.,HIST-0152,OUT Acme Supply Co.,2025-12
TXN-HIST-2025-12-0153,BANK-OPERATING,2025-12-15,97300,973.0,USD,Acme Supplies,HIST-0153,IN Acme Supplies,2025-12
TXN-HIST-2025-12-0154,BANK-OPERATING,2025-12-15,-101400,-1014.0,USD,Acme Supply Co.,HIST-0154,OUT Acme Supply Co.,2025-12
TXN-HIST-2025-12-0155,BANK-OPERATING,2025-12-15,-105500,-1055.0,USD,Northline Fabrication,HIST-0155,OUT Northline Fabrication,2025-12
TXN-HIST-2025-12-0156,BANK-PAYROLL,2025-12-15,-109600,-1096.0,USD,Helios Hardware,HIST-0156,OUT Helios Hardware,2025-12
TXN-HIST-2025-12-0157,BANK-OPERATING,2025-12-17,113700,1137.0,USD,Northline Fabrication,HIST-0157,IN Northline Fabrication,2025-12
TXN-HIST-2025-12-0158,BANK-OPERATING,2025-12-17,-117800,-1178.0,USD,Helios Hardware,HIST-0158,OUT Helios Hardware,2025-12
TXN-HIST-2025-12-0159,BANK-OPERATING,2025-12-17,-121900,-1219.0,USD,Slack Technologies,HIST-0159,OUT Slack Technologies,2025-12
TXN-HIST-2025-12-0160,BANK-PAYROLL,2025-12-17,-126000,-1260.0,USD,Google Cloud,HIST-0160,OUT Google Cloud,2025-12
TXN-HIST-2025-12-0161,BANK-OPERATING,2025-12-19,130100,1301.0,USD,Slack Technologies,HIST-0161,IN Slack Technologies,2025-12
TXN-HIST-2025-12-0162,BANK-OPERATING,2025-12-19,-134200,-1342.0,USD,Google Cloud,HIST-0162,OUT Google Cloud,2025-12
TXN-HIST-2025-12-0163,BANK-OPERATING,2025-12-19,-138300,-1383.0,USD,Orbit Analytics,HIST-0163,OUT Orbit Analytics,2025-12
TXN-HIST-2025-12-0164,BANK-PAYROLL,2025-12-19,-142400,-1424.0,USD,Dell Technologies,HIST-0164,OUT Dell Technologies,2025-12
TXN-HIST-2025-12-0165,BANK-OPERATING,2025-12-21,146500,1465.0,USD,Orbit Analytics,HIST-0165,IN Orbit Analytics,2025-12
TXN-HIST-2025-12-0166,BANK-OPERATING,2025-12-21,-150600,-1506.0,USD,Dell Technologies,HIST-0166,OUT Dell Technologies,2025-12
TXN-HIST-2025-12-0167,BANK-OPERATING,2025-12-21,-154700,-1547.0,USD,Lindholm & Ruiz LLP,HIST-0167,OUT Lindholm & Ruiz LLP,2025-12
TXN-HIST-2025-12-0168,BANK-PAYROLL,2025-12-21,-158800,-1588.0,USD,Shadow Vendor LLC,HIST-0168,OUT Shadow Vendor LLC,2025-12
TXN-HIST-2025-12-0169,BANK-OPERATING,2025-12-23,162900,1629.0,USD,Lindholm & Ruiz LLP,HIST-0169,IN Lindholm & Ruiz LLP,2025-12
TXN-HIST-2025-12-0170,BANK-OPERATING,2025-12-23,-167000,-1670.0,USD,Shadow Vendor LLC,HIST-0170,OUT Shadow Vendor LLC,2025-12
TXN-HIST-2025-12-0171,BANK-OPERATING,2025-12-23,-171100,-1711.0,USD,Lenovo,HIST-0171,OUT Lenovo,2025-12
TXN-HIST-2025-12-0172,BANK-PAYROLL,2025-12-23,-175200,-1752.0,USD,Twilio,HIST-0172,OUT Twilio,2025-12
TXN-HIST-2025-12-0173,BANK-OPERATING,2025-12-25,179300,1793.0,USD,Lenovo,HIST-0173,IN Lenovo,2025-12
TXN-HIST-2025-12-0174,BANK-OPERATING,2025-12-25,-183400,-1834.0,USD,Twilio,HIST-0174,OUT Twilio,2025-12
TXN-HIST-2025-12-0175,BANK-OPERATING,2025-12-25,-187500,-1875.0,USD,Snowflake,HIST-0175,OUT Snowflake,2025-12
TXN-HIST-2025-12-0176,BANK-PAYROLL,2025-12-25,-191600,-1916.0,USD,CrowdStrike,HIST-0176,OUT CrowdStrike,2025-12
TXN-HIST-2025-12-0177,BANK-OPERATING,2025-12-27,195700,1957.0,USD,Snowflake,HIST-0177,IN Snowflake,2025-12
TXN-HIST-2025-12-0178,BANK-OPERATING,2025-12-27,-199800,-1998.0,USD,CrowdStrike,HIST-0178,OUT CrowdStrike,2025-12
TXN-HIST-2025-12-0179,BANK-OPERATING,2025-12-27,-203900,-2039.0,USD,Atlassian,HIST-0179,OUT Atlassian,2025-12
TXN-HIST-2025-12-0180,BANK-PAYROLL,2025-12-27,-208000,-2080.0,USD,Northline Fab Group,HIST-0180,OUT Northline Fab Group,2025-12
TXN-HIST-2025-12-0181,BANK-OPERATING,2025-12-29,212100,2121.0,USD,Atlassian,HIST-0181,IN Atlassian,2025-12
TXN-HIST-2025-12-0182,BANK-OPERATING,2025-12-29,-216200,-2162.0,USD,Northline Fab Group,HIST-0182,OUT Northline Fab Group,2025-12
