invoice_id,vendor_id,vendor,vendor_invoice_number,invoice_date,due_date,amount,currency,po_id,status,paid_date,period,description,journal_id
HAP-2025-10-0011,VEND-043,Adyen NV,ADY-2025-10-0011,2025-10-02,2025-11-01,424.71,USD,HPO-2025-10-0011,PAID,2025-10-20,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0011
HAP-2025-10-0012,VEND-047,Carta,CAR-2025-10-0012,2025-10-02,2025-11-01,25.32,USD,HPO-2025-10-0012,PAID,2025-10-20,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0012
HAP-2025-10-0013,VEND-039,CleanRoom Janitorial,CLE-2025-10-0013,2025-10-03,2025-11-02,116.93,USD,HPO-2025-10-0013,PAID,2025-10-21,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0013
HAP-2025-10-0014,VEND-043,Adyen NV,ADY-2025-10-0014,2025-10-03,2025-11-02,61.54,USD,HPO-2025-10-0014,PAID,2025-10-21,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0014
HAP-2025-10-0015,VEND-047,Carta,CAR-2025-10-0015,2025-10-03,2025-11-02,106.65,USD,HPO-2025-10-0015,PAID,2025-10-21,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0015
HAP-2025-10-0016,VEND-001,Acme Supplies,ACM-2025-10-0016,2025-10-03,2025-11-02,16201.76,USD,HPO-2025-10-0016,PAID,2025-10-21,2025-10,premium support 2025-10,JE-HAP-2025-10-0016
HAP-2025-10-0017,VEND-003,Northline Fabrication,NOR-2025-10-0017,2025-10-03,2025-11-02,425.37,USD,HPO-2025-10-0017,PAID,2025-10-21,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0017
HAP-2025-10-0018,VEND-007,Slack Technologies,SLA-2025-10-0018,2025-10-03,2025-11-02,25.98,USD,HPO-2025-10-0018,PAID,2025-10-21,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0018
HAP-2025-10-0019,VEND-012,Orbit Analytics,ORB-2025-10-0019,2025-10-03,2025-11-02,62.09,USD,HPO-2025-10-0019,PAID,2025-10-21,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0019
HAP-2025-10-0020,VEND-016,Lindholm & Ruiz LLP,LIN-2025-10-0020,2025-10-03,2025-11-02,10802.2,USD,HPO-2025-10-0020,PAID,2025-10-21,2025-10,premium support 2025-10,JE-HAP-2025-10-0020
HAP-2025-10-0021,VEND-020,Lenovo,LEN-2025-10-0021,2025-10-03,2025-11-02,310.31,USD,HPO-2025-10-0021,PAID,2025-10-21,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0021
HAP-2025-10-0022,VEND-024,Snowflake,SNO-2025-10-0022,2025-10-03,2025-11-02,122.42,USD,HPO-2025-10-0022,PAID,2025-10-21,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0022
HAP-2025-10-0023,VEND-028,Atlassian,ATL-2025-10-0023,2025-10-03,2025-11-02,15.0,USD,HPO-2025-10-0023,PAID,2025-10-21,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0023
HAP-2025-10-0024,VEND-032,Harbor Power & Light,HAR-2025-10-0024,2025-10-03,2025-11-02,5400.11,USD,HPO-2025-10-0024,PAID,2025-10-21,2025-10,premium support 2025-10,JE-HAP-2025-10-0024
HAP-2025-10-0025,VEND-024,Snowflake,SNO-2025-10-0025,2025-10-04,2025-11-03,60.22,USD,HPO-2025-10-0025,PAID,2025-10-22,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0025
HAP-2025-10-0026,VEND-028,Atlassian,ATL-2025-10-0026,2025-10-04,2025-11-03,10800.33,USD,HPO-2025-10-0026,PAID,2025-10-22,2025-10,premium support 2025-10,JE-HAP-2025-10-0026
HAP-2025-10-0027,VEND-032,Harbor Power & Light,HAR-2025-10-0027,2025-10-04,2025-11-03,308.44,USD,HPO-2025-10-0027,PAID,2025-10-22,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0027
HAP-2025-10-0028,VEND-036,WeWork Cambridge,WEW-2025-10-0028,2025-10-04,2025-11-03,120.55,USD,HPO-2025-10-0028,PAID,2025-10-22,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0028
HAP-2025-10-0029,VEND-040,Kendall Square Parking,KEN-2025-10-0029,2025-10-04,2025-11-03,15.66,USD,HPO-2025-10-0029,PAID,2025-10-22,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0029
HAP-2025-10-0030,VEND-044,DocuSign,DOC-2025-10-0030,2025-10-04,2025-11-03,5400.77,USD,HPO-2025-10-0030,PAID,2025-10-22,2025-10,premium support 2025-10,JE-HAP-2025-10-0030
HAP-2025-10-0031,VEND-048,Gusto Payroll,GUS-2025-10-0031,2025-10-04,2025-11-03,193.38,USD,HPO-2025-10-0031,PAID,2025-10-22,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0031
HAP-2025-10-0032,VEND-001-DUP,Acme Supplies LLC,ACM-2025-10-0032,2025-10-04,2025-11-03,84.99,USD,HPO-2025-10-0032,PAID,2025-10-22,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0032
HAP-2025-10-0033,VEND-004,Office Depot,OFF-2025-10-0033,2025-10-04,2025-11-03,136.1,USD,HPO-2025-10-0033,PAID,2025-10-22,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0033
HAP-2025-10-0034,VEND-008,Figma,FIG-2025-10-0034,2025-10-04,2025-11-03,19801.21,USD,HPO-2025-10-0034,PAID,2025-10-22,2025-10,premium support 2025-10,JE-HAP-2025-10-0034
HAP-2025-10-0035,VEND-013,Cambridge Properties,CAM-2025-10-0035,2025-10-04,2025-11-03,78.32,USD,HPO-2025-10-0035,PAID,2025-10-22,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0035
HAP-2025-10-0036,VEND-017,GitHub,GIT-2025-10-0036,2025-10-04,2025-11-03,49.43,USD,HPO-2025-10-0036,PAID,2025-10-22,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0036
HAP-2025-10-0037,VEND-008,Figma,FIG-2025-10-0037,2025-10-05,2025-11-04,194.04,USD,HPO-2025-10-0037,PAID,2025-10-23,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0037
HAP-2025-10-0038,VEND-013,Cambridge Properties,CAM-2025-10-0038,2025-10-05,2025-11-04,85.65,USD,HPO-2025-10-0038,PAID,2025-10-23,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0038
HAP-2025-10-0039,VEND-017,GitHub,GIT-2025-10-0039,2025-10-05,2025-11-04,136.76,USD,HPO-2025-10-0039,PAID,2025-10-23,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0039
HAP-2025-10-0040,VEND-021,Misc Supplies,MIS-2025-10-0040,2025-10-05,2025-11-04,19801.87,USD,HPO-2025-10-0040,PAID,2025-10-23,2025-10,premium support 2025-10,JE-HAP-2025-10-0040
HAP-2025-10-0041,VEND-025,Okta,OKT-2025-10-0041,2025-10-05,2025-11-04,78.98,USD,HPO-2025-10-0041,PAID,2025-10-23,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0041
HAP-2025-10-0042,VEND-029,Cloudflare,CLO-2025-10-0042,2025-10-05,2025-11-04,50.09,USD,HPO-2025-10-0042,PAID,2025-10-23,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0042
HAP-2025-10-0043,VEND-033,Staples Business Advantage,STA-2025-10-0043,2025-10-05,2025-11-04,92.2,USD,HPO-2025-10-0043,PAID,2025-10-23,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0043
HAP-2025-10-0044,VEND-037,Comcast Business,COM-2025-10-0044,2025-10-05,2025-11-04,14402.31,USD,HPO-2025-10-0044,PAID,2025-10-23,2025-10,premium support 2025-10,JE-HAP-2025-10-0044
HAP-2025-10-0045,VEND-041,HubSpot,HUB-2025-10-0045,2025-10-05,2025-11-04,387.42,USD,HPO-2025-10-0045,PAID,2025-10-23,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0045
HAP-2025-10-0046,VEND-045,Palo Alto Networks,PAL-2025-10-0046,2025-10-05,2025-11-04,12.0,USD,HPO-2025-10-0046,PAID,2025-10-23,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0046
HAP-2025-10-0047,VEND-049,Vanta,VAN-2025-10-0047,2025-10-05,2025-11-04,45.11,USD,HPO-2025-10-0047,PAID,2025-10-23,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0047
HAP-2025-10-0048,VEND-001-ALIAS,Acme Supply Co.,ACM-2025-10-0048,2025-10-05,2025-11-04,9000.22,USD,HPO-2025-10-0048,PAID,2025-10-23,2025-10,premium support 2025-10,JE-HAP-2025-10-0048
HAP-2025-10-0049,VEND-045,Palo Alto Networks,PAL-2025-10-0049,2025-10-06,2025-11-05,90.33,USD,HPO-2025-10-0049,PAID,2025-10-24,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0049
HAP-2025-10-0050,VEND-049,Vanta,VAN-2025-10-0050,2025-10-06,2025-11-05,14400.44,USD,HPO-2025-10-0050,PAID,2025-10-24,2025-10,premium support 2025-10,JE-HAP-2025-10-0050
HAP-2025-10-0051,VEND-001-ALIAS,Acme Supply Co.,ACM-2025-10-0051,2025-10-06,2025-11-05,385.55,USD,HPO-2025-10-0051,PAID,2025-10-24,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0051
HAP-2025-10-0052,VEND-005,Helios Hardware,HEL-2025-10-0052,2025-10-06,2025-11-05,12.66,USD,HPO-2025-10-0052,PAID,2025-10-24,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0052
HAP-2025-10-0053,VEND-009,Google Cloud,GOO-2025-10-0053,2025-10-06,2025-11-05,45.77,USD,HPO-2025-10-0053,PAID,2025-10-24,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0053
HAP-2025-10-0054,VEND-014,Dell Technologies,DEL-2025-10-0054,2025-10-06,2025-11-05,9000.88,USD,HPO-2025-10-0054,PAID,2025-10-24,2025-10,premium support 2025-10,JE-HAP-2025-10-0054
HAP-2025-10-0055,VEND-018,Shadow Vendor LLC,SHA-2025-10-0055,2025-10-06,2025-11-05,270.49,USD,HPO-2025-10-0055,PAID,2025-10-24,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0055
HAP-2025-10-0056,VEND-022,Twilio,TWI-2025-10-0056,2025-10-06,2025-11-05,109.1,USD,HPO-2025-10-0056,PAID,2025-10-24,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0056
HAP-2025-10-0057,VEND-026,CrowdStrike,CRO-2025-10-0057,2025-10-06,2025-11-05,166.21,USD,HPO-2025-10-0057,PAID,2025-10-24,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0057
HAP-2025-10-0058,VEND-030,Northline Fab Group,NOR-2025-10-0058,2025-10-06,2025-11-05,3601.32,USD,HPO-2025-10-0058,PAID,2025-10-24,2025-10,premium support 2025-10,JE-HAP-2025-10-0058
HAP-2025-10-0059,VEND-034,FedEx,FED-2025-10-0059,2025-10-06,2025-11-05,155.43,USD,HPO-2025-10-0059,PAID,2025-10-24,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0059
HAP-2025-10-0060,VEND-038,Pagaya Coffee Service,PAG-2025-10-0060,2025-10-06,2025-11-05,73.54,USD,HPO-2025-10-0060,PAID,2025-10-24,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0060
HAP-2025-10-0061,VEND-030,Northline Fab Group,NOR-2025-10-0061,2025-10-07,2025-11-06,271.15,USD,HPO-2025-10-0061,PAID,2025-10-25,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0061
HAP-2025-10-0062,VEND-034,FedEx,FED-2025-10-0062,2025-10-07,2025-11-06,109.76,USD,HPO-2025-10-0062,PAID,2025-10-25,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0062
HAP-2025-10-0063,VEND-038,Pagaya Coffee Service,PAG-2025-10-0063,2025-10-07,2025-11-06,166.87,USD,HPO-2025-10-0063,PAID,2025-10-25,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0063
HAP-2025-10-0064,VEND-042,Stripe Processing,STR-2025-10-0064,2025-10-07,2025-11-06,3601.98,USD,HPO-2025-10-0064,PAID,2025-10-25,2025-10,premium support 2025-10,JE-HAP-2025-10-0064
HAP-2025-10-0065,VEND-046,Boston Edison Steam,BOS-2025-10-0065,2025-10-07,2025-11-06,156.09,USD,HPO-2025-10-0065,PAID,2025-10-25,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0065
HAP-2025-10-0066,VEND-050,Linear App,LIN-2025-10-0066,2025-10-07,2025-11-06,74.2,USD,HPO-2025-10-0066,PAID,2025-10-25,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0066
HAP-2025-10-0067,VEND-002,Amazon Web Services,AMA-2025-10-0067,2025-10-07,2025-11-06,122.31,USD,HPO-2025-10-0067,PAID,2025-10-25,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0067
HAP-2025-10-0068,VEND-006,Datadog,DAT-2025-10-0068,2025-10-07,2025-11-06,18002.42,USD,HPO-2025-10-0068,PAID,2025-10-25,2025-10,premium support 2025-10,JE-HAP-2025-10-0068
HAP-2025-10-0069,VEND-011,Hartford Insurance,HAR-2025-10-0069,2025-10-07,2025-11-06,38.5,USD,HPO-2025-10-0069,PAID,2025-10-25,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0069
HAP-2025-10-0070,VEND-015,Harbor Electric,HAR-2025-10-0070,2025-10-07,2025-11-06,36.11,USD,HPO-2025-10-0070,PAID,2025-10-25,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0070
HAP-2025-10-0071,VEND-019,Freightline Logistics,FRE-2025-10-0071,2025-10-07,2025-11-06,75.22,USD,HPO-2025-10-0071,PAID,2025-10-25,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0071
HAP-2025-10-0072,VEND-023,Notion Labs,NOT-2025-10-0072,2025-10-07,2025-11-06,12600.33,USD,HPO-2025-10-0072,PAID,2025-10-25,2025-10,premium support 2025-10,JE-HAP-2025-10-0072
HAP-2025-10-0073,VEND-015,Harbor Electric,HAR-2025-10-0073,2025-10-08,2025-11-07,120.44,USD,HPO-2025-10-0073,PAID,2025-10-26,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0073
HAP-2025-10-0074,VEND-019,Freightline Logistics,FRE-2025-10-0074,2025-10-08,2025-11-07,18000.55,USD,HPO-2025-10-0074,PAID,2025-10-26,2025-10,premium support 2025-10,JE-HAP-2025-10-0074
HAP-2025-10-0075,VEND-023,Notion Labs,NOT-2025-10-0075,2025-10-08,2025-11-07,39.16,USD,HPO-2025-10-0075,PAID,2025-10-26,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0075
HAP-2025-10-0076,VEND-027,Zoom Video,ZOO-2025-10-0076,2025-10-08,2025-11-07,36.77,USD,HPO-2025-10-0076,PAID,2025-10-26,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0076
HAP-2025-10-0077,VEND-031,Helios Hardware Supply,HEL-2025-10-0077,2025-10-08,2025-11-07,75.88,USD,HPO-2025-10-0077,PAID,2025-10-26,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0077
HAP-2025-10-0078,VEND-035,ADP,ADP-2025-10-0078,2025-10-08,2025-11-07,12600.99,USD,HPO-2025-10-0078,PAID,2025-10-26,2025-10,premium support 2025-10,JE-HAP-2025-10-0078
HAP-2025-10-0079,VEND-039,CleanRoom Janitorial,CLE-2025-10-0079,2025-10-08,2025-11-07,347.6,USD,HPO-2025-10-0079,PAID,2025-10-26,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0079
HAP-2025-10-0080,VEND-043,Adyen NV,ADY-2025-10-0080,2025-10-08,2025-11-07,133.21,USD,HPO-2025-10-0080,PAID,2025-10-26,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0080
HAP-2025-10-0081,VEND-047,Carta,CAR-2025-10-0081,2025-10-08,2025-11-07,31.32,USD,HPO-2025-10-0081,PAID,2025-10-26,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0081
HAP-2025-10-0082,VEND-001,Acme Supplies,ACM-2025-10-0082,2025-10-08,2025-11-07,7201.43,USD,HPO-2025-10-0082,PAID,2025-10-26,2025-10,premium support 2025-10,JE-HAP-2025-10-0082
HAP-2025-10-0083,VEND-003,Northline Fabrication,NOR-2025-10-0083,2025-10-08,2025-11-07,232.54,USD,HPO-2025-10-0083,PAID,2025-10-26,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0083
HAP-2025-10-0084,VEND-007,Slack Technologies,SLA-2025-10-0084,2025-10-08,2025-11-07,97.65,USD,HPO-2025-10-0084,PAID,2025-10-26,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0084
HAP-2025-10-0085,VEND-001,Acme Supplies,ACM-2025-10-0085,2025-10-09,2025-11-08,348.26,USD,HPO-2025-10-0085,PAID,2025-10-27,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0085
HAP-2025-10-0086,VEND-003,Northline Fabrication,NOR-2025-10-0086,2025-10-09,2025-11-08,133.87,USD,HPO-2025-10-0086,PAID,2025-10-27,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0086
HAP-2025-10-0087,VEND-007,Slack Technologies,SLA-2025-10-0087,2025-10-09,2025-11-08,31.98,USD,HPO-2025-10-0087,PAID,2025-10-27,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0087
HAP-2025-10-0088,VEND-012,Orbit Analytics,ORB-2025-10-0088,2025-10-09,2025-11-08,7202.09,USD,HPO-2025-10-0088,PAID,2025-10-27,2025-10,premium support 2025-10,JE-HAP-2025-10-0088
HAP-2025-10-0089,VEND-016,Lindholm & Ruiz LLP,LIN-2025-10-0089,2025-10-09,2025-11-08,233.2,USD,HPO-2025-10-0089,PAID,2025-10-27,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0089
HAP-2025-10-0090,VEND-020,Lenovo,LEN-2025-10-0090,2025-10-09,2025-11-08,98.31,USD,HPO-2025-10-0090,PAID,2025-10-27,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0090
HAP-2025-10-0091,VEND-024,Snowflake,SNO-2025-10-0091,2025-10-09,2025-11-08,152.42,USD,HPO-2025-10-0091,PAID,2025-10-27,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0091
HAP-2025-10-0092,VEND-028,Atlassian,ATL-2025-10-0092,2025-10-09,2025-11-08,1800.0,USD,HPO-2025-10-0092,PAID,2025-10-27,2025-10,premium support 2025-10,JE-HAP-2025-10-0092
HAP-2025-10-0093,VEND-032,Harbor Power & Light,HAR-2025-10-0093,2025-10-09,2025-11-08,115.61,USD,HPO-2025-10-0093,PAID,2025-10-27,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0093
HAP-2025-10-0094,VEND-036,WeWork Cambridge,WEW-2025-10-0094,2025-10-09,2025-11-08,60.22,USD,HPO-2025-10-0094,PAID,2025-10-27,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0094
HAP-2025-10-0095,VEND-040,Kendall Square Parking,KEN-2025-10-0095,2025-10-09,2025-11-08,105.33,USD,HPO-2025-10-0095,PAID,2025-10-27,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0095
HAP-2025-10-0096,VEND-044,DocuSign,DOC-2025-10-0096,2025-10-09,2025-11-08,16200.44,USD,HPO-2025-10-0096,PAID,2025-10-27,2025-10,premium support 2025-10,JE-HAP-2025-10-0096
HAP-2025-10-0097,VEND-036,WeWork Cambridge,WEW-2025-10-0097,2025-10-10,2025-11-09,150.55,USD,HPO-2025-10-0097,PAID,2025-10-28,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0097
HAP-2025-10-0098,VEND-040,Kendall Square Parking,KEN-2025-10-0098,2025-10-10,2025-11-09,1800.66,USD,HPO-2025-10-0098,PAID,2025-10-28,2025-10,premium support 2025-10,JE-HAP-2025-10-0098
HAP-2025-10-0099,VEND-044,DocuSign,DOC-2025-10-0099,2025-10-10,2025-11-09,116.27,USD,HPO-2025-10-0099,PAID,2025-10-28,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0099
HAP-2025-10-0100,VEND-048,Gusto Payroll,GUS-2025-10-0100,2025-10-10,2025-11-09,60.88,USD,HPO-2025-10-0100,PAID,2025-10-28,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0100
HAP-2025-10-0101,VEND-001-DUP,Acme Supplies LLC,ACM-2025-10-0101,2025-10-10,2025-11-09,105.99,USD,HPO-2025-10-0101,PAID,2025-10-28,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0101
HAP-2025-10-0102,VEND-004,Office Depot,OFF-2025-10-0102,2025-10-10,2025-11-09,16201.1,USD,HPO-2025-10-0102,PAID,2025-10-28,2025-10,premium support 2025-10,JE-HAP-2025-10-0102
HAP-2025-10-0103,VEND-008,Figma,FIG-2025-10-0103,2025-10-10,2025-11-09,424.71,USD,HPO-2025-10-0103,PAID,2025-10-28,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0103
HAP-2025-10-0104,VEND-013,Cambridge Properties,CAM-2025-10-0104,2025-10-10,2025-11-09,25.32,USD,HPO-2025-10-0104,PAID,2025-10-28,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0104
HAP-2025-10-0105,VEND-017,GitHub,GIT-2025-10-0105,2025-10-10,2025-11-09,61.43,USD,HPO-2025-10-0105,PAID,2025-10-28,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0105
HAP-2025-10-0106,VEND-021,Misc Supplies,MIS-2025-10-0106,2025-10-10,2025-11-09,10801.54,USD,HPO-2025-10-0106,PAID,2025-10-28,2025-10,premium support 2025-10,JE-HAP-2025-10-0106
HAP-2025-10-0107,VEND-025,Okta,OKT-2025-10-0107,2025-10-10,2025-11-09,309.65,USD,HPO-2025-10-0107,PAID,2025-10-28,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0107
HAP-2025-10-0108,VEND-029,Cloudflare,CLO-2025-10-0108,2025-10-10,2025-11-09,121.76,USD,HPO-2025-10-0108,PAID,2025-10-28,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0108
HAP-2025-10-0109,VEND-021,Misc Supplies,MIS-2025-10-0109,2025-10-11,2025-11-10,425.37,USD,HPO-2025-10-0109,PAID,2025-10-29,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0109
HAP-2025-10-0110,VEND-025,Okta,OKT-2025-10-0110,2025-10-11,2025-11-10,25.98,USD,HPO-2025-10-0110,PAID,2025-10-29,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0110
HAP-2025-10-0111,VEND-029,Cloudflare,CLO-2025-10-0111,2025-10-11,2025-11-10,62.09,USD,HPO-2025-10-0111,PAID,2025-10-29,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0111
HAP-2025-10-0112,VEND-033,Staples Business Advantage,STA-2025-10-0112,2025-10-11,2025-11-10,10802.2,USD,HPO-2025-10-0112,PAID,2025-10-29,2025-10,premium support 2025-10,JE-HAP-2025-10-0112
HAP-2025-10-0113,VEND-037,Comcast Business,COM-2025-10-0113,2025-10-11,2025-11-10,310.31,USD,HPO-2025-10-0113,PAID,2025-10-29,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0113
HAP-2025-10-0114,VEND-041,HubSpot,HUB-2025-10-0114,2025-10-11,2025-11-10,122.42,USD,HPO-2025-10-0114,PAID,2025-10-29,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0114
HAP-2025-10-0115,VEND-045,Palo Alto Networks,PAL-2025-10-0115,2025-10-11,2025-11-10,15.0,USD,HPO-2025-10-0115,PAID,2025-10-29,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0115
HAP-2025-10-0116,VEND-049,Vanta,VAN-2025-10-0116,2025-10-11,2025-11-10,5400.11,USD,HPO-2025-10-0116,PAID,2025-10-29,2025-10,premium support 2025-10,JE-HAP-2025-10-0116
HAP-2025-10-0117,VEND-001-ALIAS,Acme Supply Co.,ACM-2025-10-0117,2025-10-11,2025-11-10,192.72,USD,HPO-2025-10-0117,PAID,2025-10-29,2025-10,warehouse consumables 2025-10,JE-HAP-2025-10-0117
HAP-2025-10-0118,VEND-005,Helios Hardware,HEL-2025-10-0118,2025-10-11,2025-11-10,84.33,USD,HPO-2025-10-0118,PAID,2025-10-29,2025-10,security monitoring hosts 2025-10,JE-HAP-2025-10-0118
HAP-2025-10-0119,VEND-009,Google Cloud,GOO-2025-10-0119,2025-10-11,2025-11-10,135.44,USD,HPO-2025-10-0119,PAID,2025-10-29,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0119
HAP-2025-10-0120,VEND-014,Dell Technologies,DEL-2025-10-0120,2025-10-11,2025-11-10,19800.55,USD,HPO-2025-10-0120,PAID,2025-10-29,2025-10,premium support 2025-10,JE-HAP-2025-10-0120
HAP-2025-10-0121,VEND-005,Helios Hardware,HEL-2025-10-0121,2025-10-12,2025-11-11,15.66,USD,HPO-2025-10-0121,PAID,2025-10-30,2025-10,usage overage block 2025-10,JE-HAP-2025-10-0121
