transaction_id,bank_account,date,amount_minor,amount,currency,counterparty,reference,description,period
TXN-HIST-2025-10-0035,BANK-OPERATING,2025-10-05,-233500,-2335.0,USD,HubSpot,HIST-0035,OUT HubSpot,2025-10
TXN-HIST-2025-10-0036,BANK-OPERATING,2025-10-06,237600,2376.0,USD,WeWork Cambridge,HIST-0036,IN WeWork Cambridge,2025-10
TXN-HIST-2025-10-0037,BANK-OPERATING,2025-10-06,-241700,-2417.0,USD,Pagaya Coffee Service,HIST-0037,OUT Pagaya Coffee Service,2025-10
TXN-HIST-2025-10-0038,BANK-OPERATING,2025-10-06,-245800,-2458.0,USD,Kendall Square Parking,HIST-0038,OUT Kendall Square Parking,2025-10
TXN-HIST-2025-10-0039,BANK-PAYROLL,2025-10-06,-249900,-2499.0,USD,Stripe Processing,HIST-0039,OUT Stripe Processing,2025-10
TXN-HIST-2025-10-0040,BANK-OPERATING,2025-10-06,-254000,-2540.0,USD,DocuSign,HIST-0040,OUT DocuSign,2025-10
TXN-HIST-2025-10-0041,BANK-OPERATING,2025-10-06,-258100,-2581.0,USD,Boston Edison Steam,HIST-0041,OUT Boston Edison Steam,2025-10
TXN-HIST-2025-10-0042,BANK-OPERATING,2025-10-06,-262200,-2622.0,USD,Gusto Payroll,HIST-0042,OUT Gusto Payroll,2025-10
TXN-HIST-2025-10-0043,BANK-OPERATING,2025-10-07,266300,2663.0,USD,Adyen NV,HIST-0043,IN Adyen NV,2025-10
TXN-HIST-2025-10-0044,BANK-OPERATING,2025-10-07,-270400,-2704.0,USD,Palo Alto Networks,HIST-0044,OUT Palo Alto Networks,2025-10
TXN-HIST-2025-10-0045,BANK-OPERATING,2025-10-07,-274500,-2745.0,USD,Carta,HIST-0045,OUT Carta,2025-10
TXN-HIST-2025-10-0046,BANK-PAYROLL,2025-10-07,-278600,-2786.0,USD,Vanta,HIST-0046,OUT Vanta,2025-10
TXN-HIST-2025-10-0047,BANK-OPERATING,2025-10-07,-282700,-2827.0,USD,Northwood Supply,HIST-0047,OUT Northwood Supply,2025-10
TXN-HIST-2025-10-0048,BANK-OPERATING,2025-10-07,-286800,-2868.0,USD,Teak Partners,HIST-0048,OUT Teak Partners,2025-10
TXN-HIST-2025-10-0049,BANK-OPERATING,2025-10-07,-290900,-2909.0,USD,Beacon Components,HIST-0049,OUT Beacon Components,2025-10
TXN-HIST-2025-10-0050,BANK-OPERATING,2025-10-08,295000,2950.0,USD,Linear App,HIST-0050,IN Linear App,2025-10
TXN-HIST-2025-10-0051,BANK-OPERATING,2025-10-08,-299100,-2991.0,USD,Quince Labs,HIST-0051,OUT Quince Labs,2025-10
TXN-HIST-2025-10-0052,BANK-OPERATING,2025-10-08,-303200,-3032.0,USD,Walnut Works,HIST-0052,OUT Walnut Works,2025-10
TXN-HIST-2025-10-0053,BANK-PAYROLL,2025-10-08,-307300,-3073.0,USD,Echo Network,HIST-0053,OUT Echo Network,2025-10
TXN-HIST-2025-10-0054,BANK-OPERATING,2025-10-08,-311400,-3114.0,USD,Keel Group,HIST-0054,OUT Keel Group,2025-10
TXN-HIST-2025-10-0055,BANK-OPERATING,2025-10-08,-315500,-3155.0,USD,Quarry Services,HIST-0055,OUT Quarry Services,2025-10
TXN-HIST-2025-10-0056,BANK-OPERATING,2025-10-08,-319600,-3196.0,USD,Wharf Labs,HIST-0056,OUT Wharf Labs,2025-10
TXN-HIST-2025-10-0057,BANK-OPERATING,2025-10-09,323700,3237.0,USD,Harbor Studio,HIST-0057,IN Harbor Studio,2025-10
TXN-HIST-2025-10-0058,BANK-OPERATING,2025-10-09,-327800,-3278.0,USD,Nimbus Systems,HIST-0058,OUT Nimbus Systems,2025-10
TXN-HIST-2025-10-0059,BANK-OPERATING,2025-10-09,-331900,-3319.0,USD,Timber Supply,HIST-0059,OUT Timber Supply,2025-10
TXN-HIST-2025-10-0060,BANK-PAYROLL,2025-10-09,-336000,-3360.0,USD,Alder Partners,HIST-0060,OUT Alder Partners,2025-10
TXN-HIST-2025-10-0061,BANK-OPERATING,2025-10-09,-340100,-3401.0,USD,Ginkgo Components,HIST-0061,OUT Ginkgo Components,2025-10
TXN-HIST-2025-10-0062,BANK-OPERATING,2025-10-09,-344200,-3442.0,USD,Northwood Studio,HIST-0062,OUT Northwood Studio,2025-10
TXN-HIST-2025-10-0063,BANK-OPERATING,2025-10-09,-348300,-3483.0,USD,Teak Systems,HIST-0063,OUT Teak Systems,2025-10
TXN-HIST-2025-10-0064,BANK-OPERATING,2025-10-10,352400,3524.0,USD,Driftwood Works,HIST-0064,IN Driftwood Works,2025-10
TXN-HIST-2025-10-0065,BANK-OPERATING,2025-10-10,-356500,-3565.0,USD,Juniper Network,HIST-0065,OUT Juniper Network,2025-10
TXN-HIST-2025-10-0066,BANK-OPERATING,2025-10-10,-360600,-3606.0,USD,Quince Group,HIST-0066,OUT Quince Group,2025-10
TXN-HIST-2025-10-0067,BANK-PAYROLL,2025-10-10,-364700,-3647.0,USD,Walnut Services,HIST-0067,OUT Walnut Services,2025-10
TXN-HIST-2025-10-0068,BANK-OPERATING,2025-10-10,-368800,-3688.0,USD,Echo Labs,HIST-0068,OUT Echo Labs,2025-10
TXN-HIST-2025-10-0069,BANK-OPERATING,2025-10-10,-372900,-3729.0,USD,Keel Works,HIST-0069,OUT Keel Works,2025-10
TXN-HIST-2025-10-0070,BANK-OPERATING,2025-10-10,-377000,-3770.0,USD,Quarry Network,HIST-0070,OUT Quarry Network,2025-10
TXN-HIST-2025-10-0071,BANK-OPERATING,2025-10-11,381100,3811.0,USD,Beacon Supply,HIST-0071,IN Beacon Supply,2025-10
TXN-HIST-2025-10-0072,BANK-OPERATING,2025-10-11,-385200,-3852.0,USD,Harbor Partners,HIST-0072,OUT Harbor Partners,2025-10
TXN-HIST-2025-10-0073,BANK-OPERATING,2025-10-11,-389300,-3893.0,USD,Nimbus Components,HIST-0073,OUT Nimbus Components,2025-10
TXN-HIST-2025-10-0074,BANK-PAYROLL,2025-10-11,-393400,-3934.0,USD,Timber Studio,HIST-0074,OUT Timber Studio,2025-10
TXN-HIST-2025-10-0075,BANK-OPERATING,2025-10-11,-397500,-3975.0,USD,Alder Systems,HIST-0075,OUT Alder Systems,2025-10
TXN-HIST-2025-10-0076,BANK-OPERATING,2025-10-11,-401600,-4016.0,USD,Ginkgo Supply,HIST-0076,OUT Ginkgo Supply,2025-10
TXN-HIST-2025-10-0077,BANK-OPERATING,2025-10-11,-405700,-4057.0,USD,Northwood Partners,HIST-0077,OUT Northwood Partners,2025-10
TXN-HIST-2025-10-0078,BANK-OPERATING,2025-10-12,409800,4098.0,USD,Wharf Group,HIST-0078,IN Wharf Group,2025-10
TXN-HIST-2025-10-0079,BANK-OPERATING,2025-10-12,-413900,-4139.0,USD,Driftwood Services,HIST-0079,OUT Driftwood Services,2025-10
TXN-HIST-2025-10-0080,BANK-OPERATING,2025-10-12,-418000,-4180.0,USD,Juniper Labs,HIST-0080,OUT Juniper Labs,2025-10
TXN-HIST-2025-10-0081,BANK-PAYROLL,2025-10-12,-422100,-4221.0,USD,Quince Works,HIST-0081,OUT Quince Works,2025-10
TXN-HIST-2025-10-0082,BANK-OPERATING,2025-10-12,-426200,-4262.0,USD,Walnut Network,HIST-0082,OUT Walnut Network,2025-10
TXN-HIST-2025-10-0083,BANK-OPERATING,2025-10-12,-430300,-4303.0,USD,Echo Group,HIST-0083,OUT Echo Group,2025-10
TXN-HIST-2025-10-0084,BANK-OPERATING,2025-10-12,-434400,-4344.0,USD,Keel Services,HIST-0084,OUT Keel Services,2025-10
TXN-HIST-2025-10-0085,BANK-OPERATING,2025-10-13,438500,4385.0,USD,Teak Components,HIST-0085,IN Teak Components,2025-10
TXN-HIST-2025-10-0086,BANK-OPERATING,2025-10-13,-442600,-4426.0,USD,Beacon Studio,HIST-0086,OUT Beacon Studio,2025-10
TXN-HIST-2025-10-0087,BANK-OPERATING,2025-10-13,-446700,-4467.0,USD,Harbor Systems,HIST-0087,OUT Harbor Systems,2025-10
TXN-HIST-2025-10-0088,BANK-PAYROLL,2025-10-13,-450800,-4508.0,USD,Nimbus Supply,HIST-0088,OUT Nimbus Supply,2025-10
TXN-HIST-2025-10-0089,BANK-OPERATING,2025-10-13,-454900,-4549.0,USD,Timber Partners,HIST-0089,OUT Timber Partners,2025-10
TXN-HIST-2025-10-0090,BANK-OPERATING,2025-10-13,-459000,-4590.0,USD,Alder Components,HIST-0090,OUT Alder Components,2025-10
TXN-HIST-2025-10-0091,BANK-OPERATING,2025-10-13,-463100,-4631.0,USD,Ginkgo Studio,HIST-0091,OUT Ginkgo Studio,2025-10
TXN-HIST-2025-10-0092,BANK-OPERATING,2025-10-14,467200,4672.0,USD,Quarry Labs,HIST-0092,IN Quarry Labs,2025-10
TXN-HIST-2025-10-0093,BANK-OPERATING,2025-10-14,-471300,-4713.0,USD,Wharf Works,HIST-0093,OUT Wharf Works,2025-10
TXN-HIST-2025-10-0094,BANK-OPERATING,2025-10-14,-475400,-4754.0,USD,Driftwood Network,HIST-0094,OUT Driftwood Network,2025-10
TXN-HIST-2025-10-0095,BANK-PAYROLL,2025-10-14,-479500,-4795.0,USD,Juniper Group,HIST-0095,OUT Juniper Group,2025-10
TXN-HIST-2025-10-0096,BANK-OPERATING,2025-10-14,-483600,-4836.0,USD,Quince Services,HIST-0096,OUT Quince Services,2025-10
TXN-HIST-2025-10-0097,BANK-OPERATING,2025-10-14,-487700,-4877.0,USD,Walnut Labs,HIST-0097,OUT Walnut Labs,2025-10
TXN-HIST-2025-10-0098,BANK-OPERATING,2025-10-14,-491800,-4918.0,USD,Echo Works,HIST-0098,OUT Echo Works,2025-10
TXN-HIST-2025-10-0099,BANK-OPERATING,2025-10-15,495900,4959.0,USD,Northwood Systems,HIST-0099,IN Northwood Systems,2025-10
TXN-HIST-2025-10-0100,BANK-OPERATING,2025-10-15,-500000,-5000.0,USD,Teak Supply,HIST-0100,OUT Teak Supply,2025-10
TXN-HIST-2025-10-0101,BANK-OPERATING,2025-10-15,-504100,-5041.0,USD,Beacon Partners,HIST-0101,OUT Beacon Partners,2025-10
TXN-HIST-2025-10-0102,BANK-PAYROLL,2025-10-15,-508200,-5082.0,USD,Harbor Components,HIST-0102,OUT Harbor Components,2025-10
TXN-HIST-2025-10-0103,BANK-OPERATING,2025-10-15,-512300,-5123.0,USD,Nimbus Studio,HIST-0103,OUT Nimbus Studio,2025-10
TXN-HIST-2025-10-0104,BANK-OPERATING,2025-10-15,-516400,-5164.0,USD,Timber Systems,HIST-0104,OUT Timber Systems,2025-10
TXN-HIST-2025-10-0105,BANK-OPERATING,2025-10-15,-520500,-5205.0,USD,Alder Supply,HIST-0105,OUT Alder Supply,2025-10
TXN-HIST-2025-10-0106,BANK-OPERATING,2025-10-16,524600,5246.0,USD,Keel Network,HIST-0106,IN Keel Network,2025-10
TXN-HIST-2025-10-0107,BANK-OPERATING,2025-10-16,-528700,-5287.0,USD,Quarry Group,HIST-0107,OUT Quarry Group,2025-10
TXN-HIST-2025-10-0108,BANK-OPERATING,2025-10-16,-532800,-5328.0,USD,Wharf Services,HIST-0108,OUT Wharf Services,2025-10
TXN-HIST-2025-10-0109,BANK-PAYROLL,2025-10-16,-536900,-5369.0,USD,Driftwood Labs,HIST-0109,OUT Driftwood Labs,2025-10
TXN-HIST-2025-10-0110,BANK-OPERATING,2025-10-16,-541000,-5410.0,USD,Juniper Works,HIST-0110,OUT Juniper Works,2025-10
TXN-HIST-2025-10-0111,BANK-OPERATING,2025-10-16,-545100,-5451.0,USD,Quince Network,HIST-0111,OUT Quince Network,2025-10
TXN-HIST-2025-10-0112,BANK-OPERATING,2025-10-16,-549200,-5492.0,USD,Walnut Group,HIST-0112,OUT Walnut Group,2025-10
TXN-HIST-2025-10-0113,BANK-OPERATING,2025-10-17,553300,5533.0,USD,Ginkgo Partners,HIST-0113,IN Ginkgo Partners,2025-10
TXN-HIST-2025-10-0114,BANK-OPERATING,2025-10-17,-557400,-5574.0,USD,Northwood Components,HIST-0114,OUT Northwood Components,2025-10
TXN-HIST-2025-10-0115,BANK-OPERATING,2025-10-17,-561500,-5615.0,USD,Teak Studio,HIST-0115,OUT Teak Studio,2025-10
TXN-HIST-2025-10-0116,BANK-PAYROLL,2025-10-17,-565600,-5656.0,USD,Beacon Systems,HIST-0116,OUT Beacon Systems,2025-10
TXN-HIST-2025-10-0117,BANK-OPERATING,2025-10-17,-569700,-5697.0,USD,Harbor Supply,HIST-0117,OUT Harbor Supply,2025-10
TXN-HIST-2025-10-0118,BANK-OPERATING,2025-10-17,-573800,-5738.0,USD,Nimbus Partners,HIST-0118,OUT Nimbus Partners,2025-10
TXN-HIST-2025-10-0119,BANK-OPERATING,2025-10-17,-577900,-5779.0,USD,Timber Components,HIST-0119,OUT Timber Components,2025-10
TXN-HIST-2025-10-0120,BANK-OPERATING,2025-10-18,582000,5820.0,USD,Echo Services,HIST-0120,IN Echo Services,2025-10
TXN-HIST-2025-10-0121,BANK-OPERATING,2025-10-18,-586100,-5861.0,USD,Keel Labs,HIST-0121,OUT Keel Labs,2025-10
TXN-HIST-2025-10-0122,BANK-OPERATING,2025-10-18,-590200,-5902.0,USD,Quarry Works,HIST-0122,OUT Quarry Works,2025-10
TXN-HIST-2025-10-0123,BANK-PAYROLL,2025-10-18,-594300,-5943.0,USD,Wharf Network,HIST-0123,OUT Wharf Network,2025-10
TXN-HIST-2025-10-0124,BANK-OPERATING,2025-10-18,-598400,-5984.0,USD,Driftwood Group,HIST-0124,OUT Driftwood Group,2025-10
TXN-HIST-2025-10-0125,BANK-OPERATING,2025-10-18,-602500,-6025.0,USD,Juniper Services,HIST-0125,OUT Juniper Services,2025-10
TXN-HIST-2025-10-0126,BANK-OPERATING,2025-10-18,-606600,-6066.0,USD,Quince Labs,HIST-0126,OUT Quince Labs,2025-10
TXN-HIST-2025-10-0127,BANK-OPERATING,2025-10-19,610700,6107.0,USD,Alder Studio,HIST-0127,IN Alder Studio,2025-10
TXN-HIST-2025-10-0128,BANK-OPERATING,2025-10-19,-614800,-6148.0,USD,Ginkgo Systems,HIST-0128,OUT Ginkgo Systems,2025-10
TXN-HIST-2025-10-0129,BANK-OPERATING,2025-10-19,-618900,-6189.0,USD,Northwood Supply,HIST-0129,OUT Northwood Supply,2025-10
TXN-HIST-2025-10-0130,BANK-PAYROLL,2025-10-19,-623000,-6230.0,USD,Teak Partners,HIST-0130,OUT Teak Partners,2025-10
TXN-HIST-2025-10-0131,BANK-OPERATING,2025-10-19,-627100,-6271.0,USD,Beacon Components,HIST-0131,OUT Beacon Components,2025-10
TXN-HIST-2025-10-0132,BANK-OPERATING,2025-10-19,-631200,-6312.0,USD,Harbor Studio,HIST-0132,OUT Harbor Studio,2025-10
TXN-HIST-2025-10-0133,BANK-OPERATING,2025-10-19,-635300,-6353.0,USD,Nimbus Systems,HIST-0133,OUT Nimbus Systems,2025-10
TXN-HIST-2025-10-0134,BANK-OPERATING,2025-10-20,639400,6394.0,USD,Walnut Works,HIST-0134,IN Walnut Works,2025-10
TXN-HIST-2025-10-0135,BANK-OPERATING,2025-10-20,-643500,-6435.0,USD,Echo Network,HIST-0135,OUT Echo Network,2025-10
TXN-HIST-2025-10-0136,BANK-OPERATING,2025-10-20,-647600,-6476.0,USD,Keel Group,HIST-0136,OUT Keel Group,2025-10
TXN-HIST-2025-10-0137,BANK-PAYROLL,2025-10-20,-651700,-6517.0,USD,Quarry Services,HIST-0137,OUT Quarry Services,2025-10
TXN-HIST-2025-10-0138,BANK-OPERATING,2025-10-20,-655800,-6558.0,USD,Wharf Labs,HIST-0138,OUT Wharf Labs,2025-10
TXN-HIST-2025-10-0139,BANK-OPERATING,2025-10-20,-659900,-6599.0,USD,Driftwood Works,HIST-0139,OUT Driftwood Works,2025-10
TXN-HIST-2025-10-0140,BANK-OPERATING,2025-10-20,-664000,-6640.0,USD,Juniper Network,HIST-0140,OUT Juniper Network,2025-10
TXN-HIST-2025-10-0141,BANK-OPERATING,2025-10-21,668100,6681.0,USD,Timber Supply,HIST-0141,IN Timber Supply,2025-10
TXN-HIST-2025-10-0142,BANK-OPERATING,2025-10-21,-672200,-6722.0,USD,Alder Partners,HIST-0142,OUT Alder Partners,2025-10
TXN-HIST-2025-10-0143,BANK-OPERATING,2025-10-21,-676300,-6763.0,USD,Ginkgo Components,HIST-0143,OUT Ginkgo Components,2025-10
TXN-HIST-2025-10-0144,BANK-PAYROLL,2025-10-21,-680400,-6804.0,USD,Northwood Studio,HIST-0144,OUT Northwood Studio,2025-10
TXN-HIST-2025-10-0145,BANK-OPERATING,2025-10-21,-684500,-6845.0,USD,Teak Systems,HIST-0145,OUT Teak Systems,2025-10
TXN-HIST-2025-10-0146,BANK-OPERATING,2025-10-21,-688600,-6886.0,USD,Beacon Supply,HIST-0146,OUT Beacon Supply,2025-10
TXN-HIST-2025-10-0147,BANK-OPERATING,2025-10-21,-692700,-6927.0,USD,Harbor Partners,HIST-0147,OUT Harbor Partners,2025-10
TXN-HIST-2025-10-0148,BANK-OPERATING,2025-10-22,696800,6968.0,USD,Quince Group,HIST-0148,IN Quince Group,2025-10
TXN-HIST-2025-10-0149,BANK-OPERATING,2025-10-22,-700900,-7009.0,USD,Walnut Services,HIST-0149,OUT Walnut Services,2025-10
TXN-HIST-2025-10-0150,BANK-OPERATING,2025-10-22,-705000,-7050.0,USD,Echo Labs,HIST-0150,OUT Echo Labs,2025-10
TXN-HIST-2025-10-0151,BANK-PAYROLL,2025-10-22,-709100,-7091.0,USD,Keel Works,HIST-0151,OUT Keel Works,2025-10
TXN-HIST-2025-10-0152,BANK-OPERATING,2025-10-22,-93200,-932.0,USD,Quarry Network,HIST-0152,OUT Quarry Network,2025-10
TXN-HIST-2025-10-0153,BANK-OPERATING,2025-10-22,-97300,-973.0,USD,Wharf Group,HIST-0153,OUT Wharf Group,2025-10
TXN-HIST-2025-10-0154,BANK-OPERATING,2025-10-22,-101400,-1014.0,USD,Driftwood Services,HIST-0154,OUT Driftwood Services,2025-10
TXN-HIST-2025-10-0155,BANK-OPERATING,2025-10-23,105500,1055.0,USD,Nimbus Components,HIST-0155,IN Nimbus Components,2025-10
TXN-HIST-2025-10-0156,BANK-OPERATING,2025-10-23,-109600,-1096.0,USD,Timber Studio,HIST-0156,OUT Timber Studio,2025-10
TXN-HIST-2025-10-0157,BANK-OPERATING,2025-10-23,-113700,-1137.0,USD,Alder Systems,HIST-0157,OUT Alder Systems,2025-10
TXN-HIST-2025-10-0158,BANK-PAYROLL,2025-10-23,-117800,-1178.0,USD,Ginkgo Supply,HIST-0158,OUT Ginkgo Supply,2025-10
TXN-HIST-2025-10-0159,BANK-OPERATING,2025-10-23,-121900,-1219.0,USD,Northwood Partners,HIST-0159,OUT Northwood Partners,2025-10
TXN-HIST-2025-10-0160,BANK-OPERATING,2025-10-23,-126000,-1260.0,USD,Teak Components,HIST-0160,OUT Teak Components,2025-10
TXN-HIST-2025-10-0161,BANK-OPERATING,2025-10-23,-130100,-1301.0,USD,Beacon Studio,HIST-0161,OUT Beacon Studio,2025-10
TXN-HIST-2025-10-0162,BANK-OPERATING,2025-10-24,134200,1342.0,USD,Juniper Labs,HIST-0162,IN Juniper Labs,2025-10
TXN-HIST-2025-10-0163,BANK-OPERATING,2025-10-24,-138300,-1383.0,USD,Quince Works,HIST-0163,OUT Quince Works,2025-10
TXN-HIST-2025-10-0164,BANK-OPERATING,2025-10-24,-142400,-1424.0,USD,Walnut Network,HIST-0164,OUT Walnut Network,2025-10
TXN-HIST-2025-10-0165,BANK-PAYROLL,2025-10-24,-146500,-1465.0,USD,Echo Group,HIST-0165,OUT Echo Group,2025-10
TXN-HIST-2025-10-0166,BANK-OPERATING,2025-10-24,-150600,-1506.0,USD,Keel Services,HIST-0166,OUT Keel Services,2025-10
TXN-HIST-2025-10-0167,BANK-OPERATING,2025-10-24,-154700,-1547.0,USD,Quarry Labs,HIST-0167,OUT Quarry Labs,2025-10
TXN-HIST-2025-10-0168,BANK-OPERATING,2025-10-24,-158800,-1588.0,USD,Wharf Works,HIST-0168,OUT Wharf Works,2025-10
TXN-HIST-2025-10-0169,BANK-OPERATING,2025-10-25,162900,1629.0,USD,Harbor Systems,HIST-0169,IN Harbor Systems,2025-10
TXN-HIST-2025-10-0170,BANK-OPERATING,2025-10-25,-167000,-1670.0,USD,Nimbus Supply,HIST-0170,OUT Nimbus Supply,2025-10
TXN-HIST-2025-10-0171,BANK-OPERATING,2025-10-25,-171100,-1711.0,USD,Timber Partners,HIST-0171,OUT Timber Partners,2025-10
TXN-HIST-2025-10-0172,BANK-PAYROLL,2025-10-25,-175200,-1752.0,USD,Alder Components,HIST-0172,OUT Alder Components,2025-10
TXN-HIST-2025-10-0173,BANK-OPERATING,2025-10-25,-179300,-1793.0,USD,Ginkgo Studio,HIST-0173,OUT Ginkgo Studio,2025-10
TXN-HIST-2025-10-0174,BANK-OPERATING,2025-10-25,-183400,-1834.0,USD,Northwood Systems,HIST-0174,OUT Northwood Systems,2025-10
TXN-HIST-2025-10-0175,BANK-OPERATING,2025-10-25,-187500,-1875.0,USD,Teak Supply,HIST-0175,OUT Teak Supply,2025-10
TXN-HIST-2025-10-0176,BANK-OPERATING,2025-10-26,191600,1916.0,USD,Driftwood Network,HIST-0176,IN Driftwood Network,2025-10
TXN-HIST-2025-10-0177,BANK-OPERATING,2025-10-26,-195700,-1957.0,USD,Juniper Group,HIST-0177,OUT Juniper Group,2025-10
TXN-HIST-2025-10-0178,BANK-OPERATING,2025-10-26,-199800,-1998.0,USD,Quince Services,HIST-0178,OUT Quince Services,2025-10
TXN-HIST-2025-10-0179,BANK-PAYROLL,2025-10-26,-203900,-2039.0,USD,Walnut Labs,HIST-0179,OUT Walnut Labs,2025-10
TXN-HIST-2025-10-0180,BANK-OPERATING,2025-10-26,-208000,-2080.0,USD,Echo Works,HIST-0180,OUT Echo Works,2025-10
TXN-HIST-2025-10-0181,BANK-OPERATING,2025-10-26,-212100,-2121.0,USD,Keel Network,HIST-0181,OUT Keel Network,2025-10
TXN-HIST-2025-10-0182,BANK-OPERATING,2025-10-26,-216200,-2162.0,USD,Quarry Group,HIST-0182,OUT Quarry Group,2025-10
TXN-HIST-2025-10-0183,BANK-OPERATING,2025-10-27,220300,2203.0,USD,Beacon Partners,HIST-0183,IN Beacon Partners,2025-10
TXN-HIST-2025-10-0184,BANK-OPERATING,2025-10-27,-224400,-2244.0,USD,Harbor Components,HIST-0184,OUT Harbor Components,2025-10
